sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Carrier mobility,Doping level,Electrical conductivity,Electrical resistivity,Hall concentration,Hall movility,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,hall density,Figure of merit Z
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,600,,,,117530,0.0000085085,,,,0.0048777,-0.00020372,0.15377,19.032,,0.0317207518
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,650,,,,110020,0.0000090891,,,,0.0050455,-0.00021415,0.19049,17.217,,0.0264869547
7980,10.1039/c5ee02600h,7847,1(a),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,700,,,,103420,0.0000096697,,,,0.0052156,-0.00022457,0.22721,16.068,,0.0229549756
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,50,,,,,,,,,0.004032,,3.2474,0.39698,,0.0012416087
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,100,,,,,,,,,0.0041829,,3.1571,0.51762,,0.0013249184
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,150,,,,,,,,,0.0043339,,3.0669,0.63825,,0.0014131207
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,200,,,,,,,,,0.0044848,,2.9766,0.75888,,0.0015066855
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,250,,,,,,,,,0.0046358,,2.8863,0.87952,,0.0016061393
7980,10.1039/c5ee02600h,7851,1(c),9563,Ge0.30Sb0.02, Mg2Sn0.68Ge0.3Sb0.02,300,,,,,,,,,0.0047867,,2.7961,1.0001,,0.0017119202
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,350,,,,,,,,,,,4.401,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,400,,,,,,,,,,,4.0795,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,450,,,,,,,,,,,3.758,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,500,,,,,,,,,,,3.4365,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,550,,,,,,,,,,,3.115,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,600,,,,,,,,,,,2.7934,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,650,,,,,,,,,,,2.4719,,,
7980,10.1039/c5ee02600h,24967,7(a),31113,Mg2Sn1xyGexSby_ x=0,Mg2Sn1xyGexSby,700,,,,,,,,,,,2.1504,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,350,,,,,,,,,,,3.2649,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,400,,,,,,,,,,,3.0425,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,450,,,,,,,,,,,2.8201,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,500,,,,,,,,,,,2.5977,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,550,,,,,,,,,,,2.3753,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,600,,,,,,,,,,,2.1529,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,650,,,,,,,,,,,1.9305,,,
7980,10.1039/c5ee02600h,24967,7(a),31114,Mg2Sn1xyGexSby_ x=0.05,undefined,700,,,,,,,,,,,1.7081,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,350,,,,,,,,,,,2.7326,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,400,,,,,,,,,,,2.5393,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,450,,,,,,,,,,,2.346,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,500,,,,,,,,,,,2.1527,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,550,,,,,,,,,,,1.9594,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,600,,,,,,,,,,,1.7661,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,650,,,,,,,,,,,1.5728,,,
7980,10.1039/c5ee02600h,24967,7(a),31115,Mg2Sn1xyGexSby_ x=0.1,undefined,700,,,,,,,,,,,1.3795,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,350,,,,,,,,,,,2.2335,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,400,,,,,,,,,,,2.1156,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,450,,,,,,,,,,,1.9977,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,500,,,,,,,,,,,1.8797,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,550,,,,,,,,,,,1.7618,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,600,,,,,,,,,,,1.6439,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,650,,,,,,,,,,,1.526,,,
7980,10.1039/c5ee02600h,24967,7(a),31116,Mg2Sn1xyGexSby_ x=0.2,undefined,700,,,,,,,,,,,1.4081,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,350,,,,,,,,,,,2.1386,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,400,,,,,,,,,,,2.0148,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,450,,,,,,,,,,,1.8911,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,500,,,,,,,,,,,1.7674,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,550,,,,,,,,,,,1.6437,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,600,,,,,,,,,,,1.5199,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,650,,,,,,,,,,,1.3962,,,
7980,10.1039/c5ee02600h,24967,7(a),31117,Mg2Sn1xyGexSby_ x=0.3,undefined,700,,,,,,,,,,,1.2725,,,
21294,10.1073/pnas.1711725114,19696,F1(A),24309,Mg3.2Sb1.5Bi0.49Te0.01,Mg3.2Sb1.5Bi0.49Te0.01,350,6.5026e+25,,,25505,0.000039208,,0.002628,,0.00090499,-0.00018265,1.1157,0.291,,0.000811141
21294,10.1073/pnas.1711725114,19696,F1(A),24309,Mg3.2Sb1.5Bi0.49Te0.01,Mg3.2Sb1.5Bi0.49Te0.01,400,6.3201e+25,,,26075,0.000038351,,0.0027457,,0.0010562,-0.00019469,1.0938,0.44523,,0.0009656244
21294,10.1073/pnas.1711725114,19696,F1(A),24309,Mg3.2Sb1.5Bi0.49Te0.01,Mg3.2Sb1.5Bi0.49Te0.01,450,6.1377e+25,,,26645,0.00003753,,0.0028634,,0.0012074,-0.00020672,1.0719,0.59947,,0.001126411
21294,10.1073/pnas.1711725114,19696,F1(A),24309,Mg3.2Sb1.5Bi0.49Te0.01,Mg3.2Sb1.5Bi0.49Te0.01,500,5.9552e+25,,,27215,0.000036744,,0.0029812,,0.0013586,-0.00021876,1.05,0.75371,,0.0012939048
21294,10.1073/pnas.1711725114,19696,F1(A),24309,Mg3.2Sb1.5Bi0.49Te0.01,Mg3.2Sb1.5Bi0.49Te0.01,550,5.7728e+25,,,27785,0.000035991,,0.0030989,,0.0015098,-0.0002308,1.0281,0.90794,,0.0014685342
21294,10.1073/pnas.1711725114,19696,F1(A),24309,Mg3.2Sb1.5Bi0.49Te0.01,Mg3.2Sb1.5Bi0.49Te0.01,600,5.5903e+25,,,28355,0.000035267,,0.0032166,,0.001661,-0.00024283,1.0061,1.0622,,0.0016509293
21294,10.1073/pnas.1711725114,19696,F1(A),24309,Mg3.2Sb1.5Bi0.49Te0.01,Mg3.2Sb1.5Bi0.49Te0.01,650,5.4079e+25,,,28926,0.000034571,,0.0033344,,0.0018122,-0.00025487,0.98424,1.2164,,0.0018412176
21294,10.1073/pnas.1711725114,19696,F1(A),24309,Mg3.2Sb1.5Bi0.49Te0.01,Mg3.2Sb1.5Bi0.49Te0.01,700,5.2254e+25,,,29496,0.000033903,,0.0034521,,0.0019634,-0.0002669,0.96234,1.3707,,0.0020402353
21294,10.1073/pnas.1711725114,19696,F1(A),24309,Mg3.2Sb1.5Bi0.49Te0.01,Mg3.2Sb1.5Bi0.49Te0.01,750,5.043e+25,,,30066,0.00003326,,0.0035698,,0.0021146,-0.00027894,0.94043,1.5249,,0.0022485459
21294,10.1073/pnas.1711725114,19696,F1(A),24310,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,350,3.2271e+25,,,33444,0.000029901,,0.0062267,,0.0015168,-0.0002106,1.0212,0.53821,,0.0014853114
21294,10.1073/pnas.1711725114,19696,F1(A),24310,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,400,3.2542e+25,,,32170,0.000031085,,0.0059219,,0.0015777,-0.00022133,0.99802,0.68048,,0.00158083
21294,10.1073/pnas.1711725114,19696,F1(A),24310,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,450,3.2814e+25,,,30897,0.000032366,,0.0056171,,0.0016386,-0.00023206,0.9748,0.82275,,0.0016809602
21294,10.1073/pnas.1711725114,19696,F1(A),24310,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,500,3.3085e+25,,,29623,0.000033758,,0.0053123,,0.0016995,-0.00024279,0.95158,0.96503,,0.001785977
21294,10.1073/pnas.1711725114,19696,F1(A),24310,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,550,3.3357e+25,,,28349,0.000035275,,0.0050075,,0.0017604,-0.00025352,0.92836,1.1073,,0.0018962471
21294,10.1073/pnas.1711725114,19696,F1(A),24310,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,600,3.3629e+25,,,27076,0.000036933,,0.0047027,,0.0018214,-0.00026425,0.90514,1.2496,,0.0020122854
21294,10.1073/pnas.1711725114,19696,F1(A),24310,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,650,3.39e+25,,,25802,0.000038757,,0.0043979,,0.0018823,-0.00027498,0.88192,1.3918,,0.0021343206
21294,10.1073/pnas.1711725114,19696,F1(A),24310,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,700,3.4172e+25,,,24528,0.00004077,,0.0040931,,0.0019432,-0.00028571,0.8587,1.5341,,0.0022629556
21294,10.1073/pnas.1711725114,19696,F1(A),24310,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,Mg3.1Fe0.1Sb1.5Bi0.49Te0.01,750,3.4444e+25,,,23255,0.000043002,,0.0037883,,0.0020041,-0.00029644,0.83548,1.6764,,0.0023987408
21294,10.1073/pnas.1711725114,19696,F1(A),24311,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,350,3.1222e+25,,,38003,0.000026314,,0.0086854,,0.0016656,-0.00020683,1.0039,0.6156,,0.0016591294
21294,10.1073/pnas.1711725114,19696,F1(A),24311,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,400,3.1695e+25,,,36142,0.000027669,,0.0079782,,0.001714,-0.00021824,0.97633,0.76511,,0.001755554
21294,10.1073/pnas.1711725114,19696,F1(A),24311,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,450,3.2168e+25,,,34280,0.000029172,,0.0072711,,0.0017624,-0.00022964,0.94876,0.91461,,0.0018575825
21294,10.1073/pnas.1711725114,19696,F1(A),24311,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,500,3.2641e+25,,,32419,0.000030846,,0.006564,,0.0018108,-0.00024105,0.92119,1.0641,,0.0019657183
21294,10.1073/pnas.1711725114,19696,F1(A),24311,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,550,3.3115e+25,,,30557,0.000032726,,0.0058568,,0.0018592,-0.00025245,0.89363,1.2136,,0.0020805031
21294,10.1073/pnas.1711725114,19696,F1(A),24311,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,600,3.3588e+25,,,28696,0.000034848,,0.0051497,,0.0019076,-0.00026386,0.86606,1.3631,,0.0022026188
21294,10.1073/pnas.1711725114,19696,F1(A),24311,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,650,3.4061e+25,,,26835,0.000037265,,0.0044426,,0.001956,-0.00027526,0.83849,1.5126,,0.0023327649
21294,10.1073/pnas.1711725114,19696,F1(A),24311,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,700,3.4534e+25,,,24973,0.000040043,,0.0037354,,0.0020044,-0.00028667,0.81092,1.6621,,0.0024717605
21294,10.1073/pnas.1711725114,19696,F1(A),24311,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,Mg3.1Co0.1Sb1.5Bi0.49Te0.01,750,3.5008e+25,,,23112,0.000043268,,0.0030283,,0.0020528,-0.00029808,0.78335,1.8116,,0.00262054
21294,10.1073/pnas.1711725114,19696,F1(A),24312,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,350,3.4467e+25,,,42084,0.000023762,,0.0080551,,0.0017974,-0.0002053,1.0617,0.615,,0.0016929453
21294,10.1073/pnas.1711725114,19696,F1(A),24312,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,400,3.5897e+25,,,40146,0.000024909,,0.0074257,,0.0018264,-0.00021419,1.0368,0.74445,,0.0017615741
21294,10.1073/pnas.1711725114,19696,F1(A),24312,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,450,3.7327e+25,,,38208,0.000026173,,0.0067963,,0.0018554,-0.00022308,1.0118,0.87389,,0.0018337616
21294,10.1073/pnas.1711725114,19696,F1(A),24312,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,500,3.8757e+25,,,36269,0.000027572,,0.0061669,,0.0018844,-0.00023197,0.98684,1.0033,,0.0019095294
21294,10.1073/pnas.1711725114,19696,F1(A),24312,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,550,4.0187e+25,,,34331,0.000029128,,0.0055374,,0.0019134,-0.00024086,0.96188,1.1328,,0.0019892294
21294,10.1073/pnas.1711725114,19696,F1(A),24312,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,600,4.1616e+25,,,32392,0.000030872,,0.004908,,0.0019424,-0.00024975,0.93692,1.2622,,0.0020731759
21294,10.1073/pnas.1711725114,19696,F1(A),24312,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,650,4.3046e+25,,,30454,0.000032836,,0.0042786,,0.0019714,-0.00025863,0.91196,1.3917,,0.0021617176
21294,10.1073/pnas.1711725114,19696,F1(A),24312,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,700,4.4476e+25,,,28515,0.000035069,,0.0036492,,0.0020004,-0.00026752,0.88701,1.5211,,0.002255217
21294,10.1073/pnas.1711725114,19696,F1(A),24312,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,Mg3.1Hf0.1Sb1.5Bi0.49Te0.01,750,,,,26577,0.000037627,,0.0030198,,0.0020295,-0.00027641,0.86205,1.6506,,0.0023542718
21294,10.1073/pnas.1711725114,19696,F1(A),24313,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,350,4.388e+25,,,35916,0.000027843,,0.0070304,,0.0016286,-0.000208,1.0747,0.55951,,0.0015153996
21294,10.1073/pnas.1711725114,19696,F1(A),24313,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,400,4.4855e+25,,,34561,0.000028934,,0.00653,,0.0016748,-0.00021775,1.0485,0.6902,,0.0015973295
21294,10.1073/pnas.1711725114,19696,F1(A),24313,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,450,4.583e+25,,,33207,0.000030114,,0.0060297,,0.0017209,-0.0002275,1.0222,0.82089,,0.0016835257
21294,10.1073/pnas.1711725114,19696,F1(A),24313,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,500,4.6805e+25,,,31853,0.000031394,,0.0055293,,0.001767,-0.00023726,0.99598,0.95157,,0.001774132
21294,10.1073/pnas.1711725114,19696,F1(A),24313,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,550,4.7781e+25,,,30499,0.000032788,,0.0050289,,0.0018132,-0.00024701,0.96974,1.0823,,0.0018697795
21294,10.1073/pnas.1711725114,19696,F1(A),24313,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,600,4.8756e+25,,,29145,0.000034311,,0.0045285,,0.0018593,-0.00025676,0.9435,1.213,,0.0019706412
21294,10.1073/pnas.1711725114,19696,F1(A),24313,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,650,4.9731e+25,,,27790,0.000035984,,0.0040281,,0.0019055,-0.00026652,0.91726,1.3436,,0.0020773826
21294,10.1073/pnas.1711725114,19696,F1(A),24313,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,700,5.0706e+25,,,26436,0.000037827,,0.0035277,,0.0019516,-0.00027627,0.89102,1.4743,,0.0021902988
21294,10.1073/pnas.1711725114,19696,F1(A),24313,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,Mg3.1Ta0.1Sb1.5Bi0.49Te0.01,750,5.1682e+25,,,25082,0.000039869,,0.0030273,,0.0019977,-0.00028602,0.86478,1.605,,0.0023100673
21294,10.1073/pnas.1711725114,19701,FS1(a),24314,Mg3.1W0.1Sb1.5Bi0.49Te0.01,Mg3.1W0.1Sb1.5Bi0.49Te0.01,350,,,,21865,0.000045735,,,,0.00099307,-0.0002076,1.0047,0.35734,,0.0009884244
21294,10.1073/pnas.1711725114,19701,FS1(a),24314,Mg3.1W0.1Sb1.5Bi0.49Te0.01,Mg3.1W0.1Sb1.5Bi0.49Te0.01,400,,,,22412,0.000044619,,,,0.001114,-0.00022186,0.98132,0.51434,,0.0011352056
21294,10.1073/pnas.1711725114,19701,FS1(a),24314,Mg3.1W0.1Sb1.5Bi0.49Te0.01,Mg3.1W0.1Sb1.5Bi0.49Te0.01,450,,,,22960,0.000043554,,,,0.0012349,-0.00023284,0.95797,0.67134,,0.00128908
21294,10.1073/pnas.1711725114,19701,FS1(a),24314,Mg3.1W0.1Sb1.5Bi0.49Te0.01,Mg3.1W0.1Sb1.5Bi0.49Te0.01,500,,,,23508,0.000042539,,,,0.0013558,-0.0002414,0.93462,0.82834,,0.001450643
21294,10.1073/pnas.1711725114,19701,FS1(a),24314,Mg3.1W0.1Sb1.5Bi0.49Te0.01,Mg3.1W0.1Sb1.5Bi0.49Te0.01,550,,,,24056,0.00004157,,,,0.0014767,-0.00024839,0.91126,0.98534,,0.0016205035
21294,10.1073/pnas.1711725114,19701,FS1(a),24314,Mg3.1W0.1Sb1.5Bi0.49Te0.01,Mg3.1W0.1Sb1.5Bi0.49Te0.01,600,,,,24603,0.000040645,,,,0.0015976,-0.00025467,0.88791,1.1423,,0.0017992815
21294,10.1073/pnas.1711725114,19701,FS1(a),24314,Mg3.1W0.1Sb1.5Bi0.49Te0.01,Mg3.1W0.1Sb1.5Bi0.49Te0.01,650,,,,25151,0.00003976,,,,0.0017185,-0.00026107,0.86455,1.2993,,0.0019877393
21294,10.1073/pnas.1711725114,19701,FS1(a),24314,Mg3.1W0.1Sb1.5Bi0.49Te0.01,Mg3.1W0.1Sb1.5Bi0.49Te0.01,700,,,,25699,0.000038912,,,,0.0018394,-0.00026845,0.8412,1.4563,,0.0021866381
21294,10.1073/pnas.1711725114,19701,FS1(a),24314,Mg3.1W0.1Sb1.5Bi0.49Te0.01,Mg3.1W0.1Sb1.5Bi0.49Te0.01,750,,,,26246,0.000038101,,,,0.0019603,-0.00027766,0.81784,1.6133,,0.0023969236
21294,10.1073/pnas.1711725114,19701,FS1(a),24315,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,350,,,,11429,0.000087497,,,,0.00053095,-0.00021159,0.86191,0.22578,,0.0006160156
21294,10.1073/pnas.1711725114,19701,FS1(a),24315,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,400,,,,11925,0.000083857,,,,0.00060273,-0.00021972,0.86536,0.30578,,0.0006965078
21294,10.1073/pnas.1711725114,19701,FS1(a),24315,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,450,,,,12422,0.000080502,,,,0.00067452,-0.00022785,0.8688,0.38578,,0.0007763812
21294,10.1073/pnas.1711725114,19701,FS1(a),24315,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,500,,,,12918,0.000077411,,,,0.00074631,-0.00023598,0.87225,0.46578,,0.0008556148
21294,10.1073/pnas.1711725114,19701,FS1(a),24315,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,550,,,,13415,0.000074543,,,,0.00081809,-0.00024412,0.87569,0.54578,,0.0009342233
21294,10.1073/pnas.1711725114,19701,FS1(a),24315,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,600,,,,13911,0.000071886,,,,0.00088988,-0.00025225,0.87914,0.62578,,0.0010122165
21294,10.1073/pnas.1711725114,19701,FS1(a),24315,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,650,,,,14408,0.000069406,,,,0.00096167,-0.00026038,0.88258,0.70578,,0.0010896123
21294,10.1073/pnas.1711725114,19701,FS1(a),24315,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,700,,,,14904,0.000067096,,,,0.0010335,-0.00026851,0.88603,0.78578,,0.0011664391
21294,10.1073/pnas.1711725114,19701,FS1(a),24315,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,Mg3.1Ni0.1Sb1.5Bi0.49Te0.01,750,,,,15401,0.000064931,,,,0.0011052,-0.00027664,0.88947,0.86578,,0.0012425377
21294,10.1073/pnas.1711725114,19701,FS1(a),24316,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,350,,,,19637,0.000050924,,,,0.00095186,-0.0002167,1.0606,0.31938,,0.0008974731
21294,10.1073/pnas.1711725114,19701,FS1(a),24316,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,400,,,,20472,0.000048847,,,,0.0010942,-0.00022617,1.0383,0.47974,,0.001053838
21294,10.1073/pnas.1711725114,19701,FS1(a),24316,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,450,,,,21307,0.000046933,,,,0.0012366,-0.00023564,1.0159,0.64009,,0.0012172458
21294,10.1073/pnas.1711725114,19701,FS1(a),24316,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,500,,,,22142,0.000045163,,,,0.001379,-0.00024511,0.99357,0.80044,,0.0013879244
21294,10.1073/pnas.1711725114,19701,FS1(a),24316,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,550,,,,22977,0.000043522,,,,0.0015213,-0.00025458,0.97123,0.96079,,0.0015663643
21294,10.1073/pnas.1711725114,19701,FS1(a),24316,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,600,,,,23812,0.000041996,,,,0.0016637,-0.00026405,0.94888,1.1211,,0.0017533302
21294,10.1073/pnas.1711725114,19701,FS1(a),24316,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,Mg3.1Mo0.1Sb1.5Bi0.49Te0.01,650,,,,24647,0.000040573,,,,0.0018061,-0.00027352,0.92654,1.2815,,0.0019492952
